feature,coefficient,model,test_patient
freq__beta__C4-P4,-0.44904142114047607,canonical330,chb02
freq__gamma__C4-P4,0.22240763305996672,canonical330,chb02
freq__delta__CZ-PZ,-0.7389193697389765,canonical330,chb02
freq__theta__CZ-PZ,-0.92056279775615,canonical330,chb02
freq__alpha__CZ-PZ,0.21777262056967941,canonical330,chb02
freq__beta__CZ-PZ,-0.07116746303419867,canonical330,chb02
freq__gamma__CZ-PZ,-0.32997985623223036,canonical330,chb02
freq__delta__F3-C3,-0.3681247335651678,canonical330,chb02
freq__theta__F3-C3,-1.828467154526809,canonical330,chb02
freq__alpha__F3-C3,0.8243681202864486,canonical330,chb02
freq__beta__F3-C3,0.5596699801620306,canonical330,chb02
freq__gamma__F3-C3,-1.0893008186764048,canonical330,chb02
freq__delta__F4-C4,-1.5157971434431325,canonical330,chb02
freq__theta__F4-C4,1.12518058388249,canonical330,chb02
freq__alpha__F4-C4,1.0861456268524965,canonical330,chb02
freq__beta__F4-C4,0.30627181569990997,canonical330,chb02
freq__gamma__F4-C4,-0.2702431175051183,canonical330,chb02
freq__delta__F7-T7,1.2239696138145764,canonical330,chb02
freq__theta__F7-T7,0.44581527333850907,canonical330,chb02
freq__alpha__F7-T7,2.126392832723183,canonical330,chb02
freq__beta__F7-T7,1.9400740914821906,canonical330,chb02
freq__gamma__F7-T7,-0.05963053218868948,canonical330,chb02
freq__delta__F8-T8,1.3041625287748801,canonical330,chb02
freq__theta__F8-T8,1.2630283272509528,canonical330,chb02
freq__alpha__F8-T8,2.1886764636279024,canonical330,chb02
freq__beta__F8-T8,0.45953895652310167,canonical330,chb02
freq__gamma__F8-T8,-0.09205471275810302,canonical330,chb02
freq__delta__FP1-F3,0.5646451757737918,canonical330,chb02
freq__theta__FP1-F3,0.01112366439242913,canonical330,chb02
freq__alpha__FP1-F3,-0.9825477975759627,canonical330,chb02
freq__beta__FP1-F3,-1.0184606166233476,canonical330,chb02
freq__gamma__FP1-F3,-0.023430628459252863,canonical330,chb02
freq__delta__FP1-F7,-1.4204617925894203,canonical330,chb02
freq__theta__FP1-F7,0.5945102848455145,canonical330,chb02
freq__alpha__FP1-F7,2.3853703743436503,canonical330,chb02
freq__beta__FP1-F7,-2.8418111389755025,canonical330,chb02
freq__gamma__FP1-F7,-0.6712687680463982,canonical330,chb02
freq__delta__FP2-F4,1.8761181562875409,canonical330,chb02
freq__theta__FP2-F4,-0.05162862306910012,canonical330,chb02
freq__alpha__FP2-F4,-0.4358114273686929,canonical330,chb02
freq__beta__FP2-F4,1.178237447453776,canonical330,chb02
freq__gamma__FP2-F4,-0.34380739473087063,canonical330,chb02
freq__delta__FP2-F8,-0.8714915834651594,canonical330,chb02
freq__theta__FP2-F8,-0.6805214663533643,canonical330,chb02
freq__alpha__FP2-F8,-1.1750563084119432,canonical330,chb02
freq__beta__FP2-F8,-1.5683001338787304,canonical330,chb02
freq__gamma__FP2-F8,0.9301048243959462,canonical330,chb02
freq__delta__FT10-T8,-1.1777562318712507,canonical330,chb02
freq__theta__FT10-T8,-0.09015750604789184,canonical330,chb02
freq__alpha__FT10-T8,-1.8415193871125812,canonical330,chb02
freq__beta__FT10-T8,-1.611671046488175,canonical330,chb02
freq__gamma__FT10-T8,0.47351139402085013,canonical330,chb02
freq__delta__FT9-FT10,1.2315777549238287,canonical330,chb02
freq__theta__FT9-FT10,0.3831625488665543,canonical330,chb02
freq__alpha__FT9-FT10,3.317821375830348,canonical330,chb02
freq__beta__FT9-FT10,-0.3057507320578293,canonical330,chb02
freq__gamma__FT9-FT10,-0.4487075535650098,canonical330,chb02
freq__delta__FZ-CZ,0.7221204794014826,canonical330,chb02
freq__theta__FZ-CZ,-1.6924532014892675,canonical330,chb02
freq__alpha__FZ-CZ,0.7192368957110427,canonical330,chb02
freq__beta__FZ-CZ,1.218795122334808,canonical330,chb02
freq__gamma__FZ-CZ,-0.9634285359033213,canonical330,chb02
freq__delta__P3-O1,1.3245970709032695,canonical330,chb02
freq__theta__P3-O1,-0.9988216098322502,canonical330,chb02
freq__alpha__P3-O1,1.5118352120619065,canonical330,chb02
freq__beta__P3-O1,2.079642448532608,canonical330,chb02
freq__gamma__P3-O1,-0.09862172532013022,canonical330,chb02
freq__delta__P4-O2,0.5315918649210063,canonical330,chb02
freq__theta__P4-O2,1.0468755005346795,canonical330,chb02
freq__alpha__P4-O2,0.4175478952816631,canonical330,chb02
freq__beta__P4-O2,-0.04953493925467496,canonical330,chb02
freq__gamma__P4-O2,-0.8424378001726849,canonical330,chb02
freq__delta__P7-O1,1.0855408167443303,canonical330,chb02
freq__theta__P7-O1,-0.7803413143577888,canonical330,chb02
freq__alpha__P7-O1,0.5575092508347101,canonical330,chb02
freq__beta__P7-O1,-0.13910846544048083,canonical330,chb02
freq__gamma__P7-O1,0.20639779334965594,canonical330,chb02
freq__delta__P7-T7,-0.5119349654822148,canonical330,chb02
freq__theta__P7-T7,0.8663700520302748,canonical330,chb02
freq__alpha__P7-T7,-0.27682605011161926,canonical330,chb02
freq__beta__P7-T7,-1.115096475490601,canonical330,chb02
freq__gamma__P7-T7,0.06898181239199881,canonical330,chb02
freq__delta__P8-O2,0.05280729874653896,canonical330,chb02
freq__theta__P8-O2,0.3081691391615991,canonical330,chb02
freq__alpha__P8-O2,0.1419523214045516,canonical330,chb02
freq__beta__P8-O2,-1.3284243516136396,canonical330,chb02
freq__gamma__P8-O2,0.5099502355590311,canonical330,chb02
freq__delta__T7-FT9,-0.16910964662264774,canonical330,chb02
freq__theta__T7-FT9,0.35939492867618084,canonical330,chb02
freq__alpha__T7-FT9,-1.0983921928518905,canonical330,chb02
freq__beta__T7-FT9,-2.187007298072072,canonical330,chb02
freq__gamma__T7-FT9,-0.16859652354969978,canonical330,chb02
freq__delta__T7-P7,-0.5119349654822999,canonical330,chb02
freq__theta__T7-P7,0.8663700520302551,canonical330,chb02
freq__alpha__T7-P7,-0.27682605011161376,canonical330,chb02
freq__beta__T7-P7,-1.1150964754905968,canonical330,chb02
freq__gamma__T7-P7,0.06898181239199351,canonical330,chb02
freq__delta__T8-P8,0.31953221258718756,canonical330,chb02
freq__theta__T8-P8,1.0013307765510313,canonical330,chb02
freq__alpha__T8-P8,-0.37719770867009444,canonical330,chb02
freq__beta__T8-P8,-1.6674853204110565,canonical330,chb02
freq__gamma__T8-P8,-1.7907939310956362,canonical330,chb02
entropy__perm__C3-P3,0.18391001879832225,canonical330,chb02
entropy__spectral__C3-P3,0.5518977913982096,canonical330,chb02
entropy__perm__C4-P4,-0.3972879299532029,canonical330,chb02
entropy__spectral__C4-P4,0.270807193433545,canonical330,chb02
entropy__perm__CZ-PZ,-1.7627924298598758,canonical330,chb02
entropy__spectral__CZ-PZ,-0.18830815052697458,canonical330,chb02
entropy__perm__F3-C3,1.1859151563095958,canonical330,chb02
entropy__spectral__F3-C3,0.4209037739482438,canonical330,chb02
entropy__perm__F4-C4,-1.3928220848036734,canonical330,chb02
entropy__spectral__F4-C4,0.013810410768594489,canonical330,chb02
entropy__perm__F7-T7,-0.23406868161749828,canonical330,chb02
entropy__spectral__F7-T7,-0.27431937636124915,canonical330,chb02
entropy__perm__F8-T8,-0.3825077489208327,canonical330,chb02
entropy__spectral__F8-T8,0.15132768089231327,canonical330,chb02
entropy__perm__FP1-F3,0.8210818383925708,canonical330,chb02
entropy__spectral__FP1-F3,0.7996172155907904,canonical330,chb02
entropy__perm__FP1-F7,-0.6721946809521225,canonical330,chb02
entropy__spectral__FP1-F7,-1.588555699731475,canonical330,chb02
entropy__perm__FP2-F4,-0.6822902358396217,canonical330,chb02
entropy__spectral__FP2-F4,-0.35514652280217224,canonical330,chb02
entropy__perm__FP2-F8,0.15344896018280474,canonical330,chb02
entropy__spectral__FP2-F8,0.26231095518824493,canonical330,chb02
entropy__perm__FT10-T8,-0.146530447673257,canonical330,chb02
entropy__spectral__FT10-T8,0.8455830172230477,canonical330,chb02
entropy__perm__FT9-FT10,-0.2012574136943582,canonical330,chb02
entropy__spectral__FT9-FT10,0.4912677291039543,canonical330,chb02
entropy__perm__FZ-CZ,0.42956248767423744,canonical330,chb02
entropy__spectral__FZ-CZ,0.5393599559416155,canonical330,chb02
entropy__perm__P3-O1,-0.675296703006555,canonical330,chb02
entropy__spectral__P3-O1,-0.3452221821935139,canonical330,chb02
entropy__perm__P4-O2,-0.6311601983365102,canonical330,chb02
entropy__spectral__P4-O2,1.2259217078627225,canonical330,chb02
entropy__perm__P7-O1,1.1231032528479468,canonical330,chb02
entropy__spectral__P7-O1,1.3610372131075192,canonical330,chb02
entropy__perm__P7-T7,-0.05989225133412617,canonical330,chb02
entropy__spectral__P7-T7,-0.3090735402901267,canonical330,chb02
entropy__perm__P8-O2,0.4928534155249442,canonical330,chb02
entropy__spectral__P8-O2,1.3531103541053873,canonical330,chb02
entropy__perm__T7-FT9,-0.9510577913349441,canonical330,chb02
entropy__spectral__T7-FT9,-0.2952090968053832,canonical330,chb02
entropy__perm__T7-P7,-0.059892251334112,canonical330,chb02
entropy__spectral__T7-P7,-0.3090735402901022,canonical330,chb02
entropy__perm__T8-P8,1.8970821325616132,canonical330,chb02
entropy__spectral__T8-P8,-0.8992399698486137,canonical330,chb02
hjorth__activity__C3-P3,-0.337973488173251,canonical330,chb02
hjorth__mobility__C3-P3,0.27531367752422337,canonical330,chb02
hjorth__complexity__C3-P3,0.4306805299689344,canonical330,chb02
hjorth__activity__C4-P4,0.43600801626014,canonical330,chb02
hjorth__mobility__C4-P4,0.8316899267480287,canonical330,chb02
hjorth__complexity__C4-P4,0.7263832618102063,canonical330,chb02
hjorth__activity__CZ-PZ,1.115940829832848,canonical330,chb02
hjorth__mobility__CZ-PZ,1.2505622578850717,canonical330,chb02
hjorth__complexity__CZ-PZ,0.03218399840928015,canonical330,chb02
hjorth__activity__F3-C3,0.2787999171895268,canonical330,chb02
hjorth__mobility__F3-C3,-0.4636821751386743,canonical330,chb02
hjorth__complexity__F3-C3,0.4775266589859746,canonical330,chb02
hjorth__activity__F4-C4,0.34718241178843434,canonical330,chb02
hjorth__mobility__F4-C4,-0.048035406772284565,canonical330,chb02
hjorth__complexity__F4-C4,-0.25461130674978594,canonical330,chb02
hjorth__activity__F7-T7,-0.5332986366270122,canonical330,chb02
hjorth__mobility__F7-T7,0.9649901275556607,canonical330,chb02
hjorth__complexity__F7-T7,1.2333632218795687,canonical330,chb02
hjorth__activity__F8-T8,0.23084343280118438,canonical330,chb02
hjorth__mobility__F8-T8,-0.8762653790065509,canonical330,chb02
hjorth__complexity__F8-T8,0.582021221659285,canonical330,chb02
hjorth__activity__FP1-F3,0.24223794136074892,canonical330,chb02
hjorth__mobility__FP1-F3,0.80671690241421,canonical330,chb02
hjorth__complexity__FP1-F3,-0.18000355260593984,canonical330,chb02
hjorth__activity__FP1-F7,-0.4541097697108407,canonical330,chb02
hjorth__mobility__FP1-F7,1.0315067663785857,canonical330,chb02
hjorth__complexity__FP1-F7,0.2076018831752707,canonical330,chb02
hjorth__activity__FP2-F4,0.023529533736174904,canonical330,chb02
hjorth__mobility__FP2-F4,-0.5506691386996699,canonical330,chb02
hjorth__complexity__FP2-F4,-0.011092626029687884,canonical330,chb02
hjorth__activity__FP2-F8,-0.1780708811352531,canonical330,chb02
hjorth__mobility__FP2-F8,-0.8105753302797389,canonical330,chb02
hjorth__complexity__FP2-F8,-0.3046627731513091,canonical330,chb02
hjorth__activity__FT10-T8,-0.7396509166591811,canonical330,chb02
hjorth__mobility__FT10-T8,-0.6120804759610973,canonical330,chb02
hjorth__complexity__FT10-T8,-0.23506916199001207,canonical330,chb02
hjorth__activity__FT9-FT10,-1.25824521988731,canonical330,chb02
hjorth__mobility__FT9-FT10,-1.2693515759116456,canonical330,chb02
hjorth__complexity__FT9-FT10,-0.17038313992584786,canonical330,chb02
hjorth__activity__FZ-CZ,-0.6075823345237896,canonical330,chb02
hjorth__mobility__FZ-CZ,-0.5306954211444439,canonical330,chb02
hjorth__complexity__FZ-CZ,0.6202318460554644,canonical330,chb02
hjorth__activity__P3-O1,-0.5963980103706819,canonical330,chb02
hjorth__mobility__P3-O1,0.5050078946624156,canonical330,chb02
hjorth__complexity__P3-O1,0.8234048525108123,canonical330,chb02
hjorth__activity__P4-O2,-0.66657260253655,canonical330,chb02
hjorth__mobility__P4-O2,-0.6039877549245253,canonical330,chb02
hjorth__complexity__P4-O2,0.43372178422634117,canonical330,chb02
hjorth__activity__P7-O1,-2.101799122189074,canonical330,chb02
hjorth__mobility__P7-O1,-2.4905357652915723,canonical330,chb02
hjorth__complexity__P7-O1,-0.4226961956758875,canonical330,chb02
hjorth__activity__P7-T7,0.00079751296873055,canonical330,chb02
hjorth__mobility__P7-T7,-0.13398002549174529,canonical330,chb02
hjorth__complexity__P7-T7,-0.11588610799157645,canonical330,chb02
hjorth__activity__P8-O2,-0.7608802430456137,canonical330,chb02
hjorth__mobility__P8-O2,-0.9486397428545564,canonical330,chb02
hjorth__complexity__P8-O2,0.5360083691195666,canonical330,chb02
hjorth__activity__T7-FT9,-1.044088471707621,canonical330,chb02
hjorth__mobility__T7-FT9,0.8793532560359119,canonical330,chb02
hjorth__complexity__T7-FT9,-0.17008864085645753,canonical330,chb02
hjorth__activity__T7-P7,0.0007975129687450267,canonical330,chb02
hjorth__mobility__T7-P7,-0.13398002549174276,canonical330,chb02
hjorth__complexity__T7-P7,-0.11588610799154864,canonical330,chb02
hjorth__activity__T8-P8,-0.1595999054220387,canonical330,chb02
hjorth__mobility__T8-P8,0.6086001968126584,canonical330,chb02
hjorth__complexity__T8-P8,-0.6803135682369975,canonical330,chb02
time__mean__C3-P3,-0.08126286313012823,canonical330,chb03
time__std__C3-P3,0.17796906562756615,canonical330,chb03
time__rms__C3-P3,0.2465812625798315,canonical330,chb03
time__ptp__C3-P3,-0.15873274891055356,canonical330,chb03
time__line_length__C3-P3,0.9615985412536022,canonical330,chb03
time__mean__C4-P4,0.029591041059359592,canonical330,chb03
time__std__C4-P4,0.9096227071224462,canonical330,chb03
time__rms__C4-P4,0.9171996819509144,canonical330,chb03
time__ptp__C4-P4,-1.1378472919811062,canonical330,chb03
time__line_length__C4-P4,-0.5923464320283639,canonical330,chb03
time__mean__CZ-PZ,0.045858227277164446,canonical330,chb03
time__std__CZ-PZ,0.6983253208687809,canonical330,chb03
time__rms__CZ-PZ,0.7321080701715267,canonical330,chb03
time__ptp__CZ-PZ,-0.9885431026783631,canonical330,chb03
time__line_length__CZ-PZ,1.5498295279396144,canonical330,chb03
time__mean__F3-C3,-0.16367248388689473,canonical330,chb03
time__std__F3-C3,-1.5598908330027184,canonical330,chb03
time__rms__F3-C3,-1.592725322094321,canonical330,chb03
time__ptp__F3-C3,0.5203256194550362,canonical330,chb03
time__line_length__F3-C3,0.6794867858657512,canonical330,chb03
time__mean__F4-C4,0.08592340416457953,canonical330,chb03
time__std__F4-C4,-1.1542260118970458,canonical330,chb03
time__rms__F4-C4,-1.0084210626846395,canonical330,chb03
time__ptp__F4-C4,1.1862768946346849,canonical330,chb03
time__line_length__F4-C4,1.3959202378400613,canonical330,chb03
time__mean__F7-T7,-0.15006778359785797,canonical330,chb03
time__std__F7-T7,-0.1398964362375067,canonical330,chb03
time__rms__F7-T7,-0.15686677627768053,canonical330,chb03
time__ptp__F7-T7,-1.3306840911476716,canonical330,chb03
time__line_length__F7-T7,-1.4544904067019833,canonical330,chb03
time__mean__F8-T8,0.18236497838535856,canonical330,chb03
time__std__F8-T8,-0.6952311852346699,canonical330,chb03
time__rms__F8-T8,-0.7653944454613336,canonical330,chb03
time__ptp__F8-T8,0.36527615094903154,canonical330,chb03
time__line_length__F8-T8,0.5802851073954258,canonical330,chb03
time__mean__FP1-F3,0.17328216632573043,canonical330,chb03
time__std__FP1-F3,0.4122528738503274,canonical330,chb03
time__rms__FP1-F3,0.3800432733798982,canonical330,chb03
time__ptp__FP1-F3,0.7480790820818953,canonical330,chb03
time__line_length__FP1-F3,-1.3071969312143636,canonical330,chb03
time__mean__FP1-F7,-0.163088540427055,canonical330,chb03
time__std__FP1-F7,0.6903825224482874,canonical330,chb03
time__rms__FP1-F7,0.7021233387871606,canonical330,chb03
time__ptp__FP1-F7,-0.2992556661992712,canonical330,chb03
time__line_length__FP1-F7,1.0059478594714477,canonical330,chb03
time__mean__FP2-F4,0.31184470564169614,canonical330,chb03
time__std__FP2-F4,-0.6957725894249401,canonical330,chb03
time__rms__FP2-F4,-0.5505409138975506,canonical330,chb03
time__ptp__FP2-F4,0.15740271905680284,canonical330,chb03
time__line_length__FP2-F4,-1.2711279673335385,canonical330,chb03
time__mean__FP2-F8,0.20707680401795264,canonical330,chb03
time__std__FP2-F8,-0.07087631095409042,canonical330,chb03
time__rms__FP2-F8,0.026328986111221756,canonical330,chb03
time__ptp__FP2-F8,0.9078100153704652,canonical330,chb03
time__line_length__FP2-F8,1.2879038712749875,canonical330,chb03
time__mean__FT10-T8,-0.4447586208133557,canonical330,chb03
time__std__FT10-T8,1.2221045976517655,canonical330,chb03
time__rms__FT10-T8,1.2003126637658217,canonical330,chb03
time__ptp__FT10-T8,-0.2455767502327211,canonical330,chb03
time__line_length__FT10-T8,0.3590227565042449,canonical330,chb03
time__mean__FT9-FT10,-0.4031547330240262,canonical330,chb03
time__std__FT9-FT10,0.1829495024740301,canonical330,chb03
time__rms__FT9-FT10,-0.10803567584459506,canonical330,chb03
time__ptp__FT9-FT10,-0.885831224847278,canonical330,chb03
time__line_length__FT9-FT10,2.865589749105615,canonical330,chb03
time__mean__FZ-CZ,-0.08455633779072215,canonical330,chb03
time__std__FZ-CZ,0.49857331386396325,canonical330,chb03
time__rms__FZ-CZ,0.5444882917212599,canonical330,chb03
time__ptp__FZ-CZ,-1.111043248753291,canonical330,chb03
time__line_length__FZ-CZ,-0.3413050073494971,canonical330,chb03
time__mean__P3-O1,0.07480493039034271,canonical330,chb03
time__std__P3-O1,-1.1249097552245946,canonical330,chb03
time__rms__P3-O1,-1.1545423238909098,canonical330,chb03
time__ptp__P3-O1,0.5791200784784889,canonical330,chb03
time__line_length__P3-O1,0.7058252033176975,canonical330,chb03
time__mean__P4-O2,-0.09180694017078268,canonical330,chb03
time__std__P4-O2,0.28869044999672605,canonical330,chb03
time__rms__P4-O2,0.1716060768617116,canonical330,chb03
time__ptp__P4-O2,-0.3318100375666067,canonical330,chb03
time__line_length__P4-O2,1.400980709893239,canonical330,chb03
time__mean__P7-O1,0.22661854053051977,canonical330,chb03
time__std__P7-O1,1.3048793997561403,canonical330,chb03
time__rms__P7-O1,1.192094553430227,canonical330,chb03
time__ptp__P7-O1,-2.130818320887987,canonical330,chb03
